Date,Group,Female ID,Female state next day,Male change ,Conception period
3/23/13,Tws,Bonn,Inactive,No change,No
3/23/13,Tws,Bost,Inactive,No change,No
3/23/13,Tws,Bow,Inactive,No change,No
3/23/13,Tws,Buai,Inactive,No change,No
3/23/13,Tws,Dixi,Inactive,No change,No
3/23/13,Tws,Elle,Inactive,No change,No
3/23/13,Tws,Gumm,Inactive,No change,No
3/23/13,Tws,KK,Inactive,No change,No
3/23/13,Tws,Kami,Inactive,No change,No
3/23/13,Tws,Kati,Inactive,No change,No
3/23/13,Tws,Kolv,Inactive,No change,No
3/23/13,Tws,Kool,Inactive,No change,No
3/23/13,Tws,Pans,Inactive,No change,No
3/23/13,Tws,Quan,Inactive,No change,No
3/23/13,Tws,Sauc,Inactive,No change,No
3/23/13,Tws,Sava,Inactive,No change,No
3/23/13,Tws,Sifa,Inactive,No change,No
3/23/13,Tws,Trix,Inactive,No change,No
3/23/13,Tws,Twin,Inactive,No change,No
3/25/13,Gn,DJ,Inactive,No change,Yes
3/25/13,Gn,Daff,Inactive,No change,Yes
3/25/13,Gn,Desd,Inactive,No change,Yes
3/25/13,Gn,Ding,Inactive,No change,Yes
3/25/13,Gn,Dion,Inactive,No change,Yes
3/25/13,Gn,Mali,Inactive,No change,Yes
3/25/13,Gn,Merl,Inactive,No change,Yes
3/25/13,Gn,Mini,Inactive,No change,Yes
3/25/13,Gn,Mixu,Inactive,No change,Yes
3/25/13,Gn,Paris,Inactive,No change,Yes
3/25/13,Gn,Peab,Inactive,No change,Yes
3/25/13,Gn,Pili,Inactive,No change,Yes
3/25/13,Gn,Pinc,Inactive,No change,Yes
3/25/13,Gn,Razo,Inactive,No change,Yes
3/25/13,Gn,Robe,Inactive,No change,Yes
3/25/13,Gn,Spee,Inactive,No change,Yes
3/25/13,Gn,Spik,Inactive,No change,Yes
3/25/13,Gn,Sput,Inactive,No change,Yes
3/25/13,Gn,Tang,Inactive,No change,Yes
3/25/13,Gn,Tann,Inactive,No change,Yes
3/25/13,Gn,Tux,Inactive,No change,Yes
3/25/13,Gsc,Andy,Active,No change,Yes
3/25/13,Gsc,Flat,Inactive,No change,Yes
3/25/13,Gsc,Geor,Inactive,No change,Yes
3/25/13,Gsc,Hanoi,Inactive,No change,Yes
3/25/13,Gsc,Hava,Inactive,No change,Yes
3/25/13,Gsc,Hels,Inactive,No change,Yes
3/25/13,Gsc,Hong,Inactive,No change,Yes
3/25/13,Gsc,Lobs,Inactive,No change,Yes
3/25/13,Gsc,Lond,Inactive,No change,Yes
3/25/13,Gsc,Pomb,Inactive,No change,Yes
3/25/13,Twn,Ambe,Inactive,No change,Yes
3/25/13,Twn,Aqua,Inactive,No change,Yes
3/25/13,Twn,Asha,Inactive,No change,Yes
3/25/13,Twn,Didg,Inactive,No change,Yes
3/25/13,Twn,Kayl,Inactive,No change,Yes
3/25/13,Twn,Kibo,Inactive,No change,Yes
3/25/13,Twn,Kipp,Inactive,No change,Yes
3/25/13,Twn,Opal,Inactive,No change,Yes
3/25/13,Twn,Park,Inactive,No change,Yes
3/25/13,Twn,Pott,Inactive,No change,Yes
3/25/13,Twn,Rave,Inactive,No change,Yes
3/25/13,Twn,Saph,Inactive,No change,Yes
3/30/13,Gsaa,Agnes,Inactive,Increase,No
3/30/13,Gsaa,Agro,Inactive,Increase,No
3/30/13,Gsaa,Angel,Inactive,Increase,No
3/30/13,Gsaa,Bond,Inactive,Increase,No
3/30/13,Gsaa,Ci,Inactive,Increase,No
3/30/13,Gsaa,Crab,Inactive,Increase,No
3/30/13,Gsaa,Cybi,Inactive,Increase,No
3/30/13,Gsaa,Dina,Inactive,Increase,No
3/30/13,Gsaa,Jua2,Inactive,Increase,No
3/30/13,Gsaa,Lala,Inactive,Increase,No
3/30/13,Gsaa,Mush,Inactive,Increase,No
3/30/13,Gsaa,OO7,Inactive,Increase,No
3/30/13,Tws,Ardm,Inactive,No change,No
3/30/13,Tws,Bans,Inactive,No change,No
3/30/13,Tws,Bens,Inactive,No change,No
3/30/13,Tws,Bif,Active,No change,No
3/30/13,Tws,Bil,Inactive,No change,No
3/30/13,Tws,Blaz,Inactive,No change,No
3/30/13,Tws,Bonn,Inactive,No change,No
3/30/13,Tws,Bost,Inactive,No change,No
3/30/13,Tws,Bow,Inactive,No change,No
3/30/13,Tws,Buai,Inactive,No change,No
3/30/13,Tws,Dixi,Inactive,No change,No
3/30/13,Tws,Elle,Inactive,No change,No
3/30/13,Tws,Gumm,Inactive,No change,No
3/30/13,Tws,KK,Inactive,No change,No
3/30/13,Tws,Kami,Inactive,No change,No
3/30/13,Tws,Kati,Inactive,No change,No
3/30/13,Tws,Kolv,Inactive,No change,No
3/30/13,Tws,Kool,Inactive,No change,No
3/30/13,Tws,Pans,Inactive,No change,No
3/30/13,Tws,Quan,Inactive,No change,No
3/30/13,Tws,Sava,Inactive,No change,No
3/30/13,Tws,Sifa,Inactive,No change,No
3/30/13,Tws,Trix,Inactive,No change,No
3/30/13,Tws,Twin,Inactive,No change,No
4/1/13,Gn,DJ,Inactive,No change,Yes
4/1/13,Gn,Daff,Inactive,No change,Yes
4/1/13,Gn,Desd,Inactive,No change,Yes
4/1/13,Gn,Ding,Inactive,No change,Yes
4/1/13,Gn,Dion,Inactive,No change,Yes
4/1/13,Gn,Mali,Inactive,No change,Yes
4/1/13,Gn,Merl,Inactive,No change,Yes
4/1/13,Gn,Mini,Inactive,No change,Yes
4/1/13,Gn,Mixu,Inactive,No change,Yes
4/1/13,Gn,Paris,Inactive,No change,Yes
4/1/13,Gn,Peab,Inactive,No change,Yes
4/1/13,Gn,Pili,Inactive,No change,Yes
4/1/13,Gn,Pinc,Inactive,No change,Yes
4/1/13,Gn,Razo,Inactive,No change,Yes
4/1/13,Gn,Robe,Inactive,No change,Yes
4/1/13,Gn,Spee,Inactive,No change,Yes
4/1/13,Gn,Spik,Inactive,No change,Yes
4/1/13,Gn,Sput,Inactive,No change,Yes
4/1/13,Gn,Tang,Inactive,No change,Yes
4/1/13,Gn,Tann,Inactive,No change,Yes
4/1/13,Gn,Tux,Inactive,No change,Yes
4/1/13,Gsc,Andy,Inactive,No change,No
4/1/13,Gsc,Flat,Inactive,No change,No
4/1/13,Gsc,Geor,Inactive,No change,No
4/1/13,Gsc,Hanoi,Inactive,No change,No
4/1/13,Gsc,Hava,Inactive,No change,No
4/1/13,Gsc,Hels,Inactive,No change,No
4/1/13,Gsc,Hoba,Inactive,No change,No
4/1/13,Gsc,Hong,Inactive,No change,No
4/1/13,Gsc,Lobs,Inactive,No change,No
4/1/13,Gsc,Lond,Inactive,No change,No
4/1/13,Gsc,Pomb,Inactive,No change,No
4/1/13,Twn,Ambe,Inactive,No change,No
4/1/13,Twn,Aqua,Inactive,No change,No
4/1/13,Twn,Asha,Inactive,No change,No
4/1/13,Twn,Didg,Inactive,No change,No
4/1/13,Twn,Kayl,Inactive,No change,No
4/1/13,Twn,Kibo,Inactive,No change,No
4/1/13,Twn,Kipp,Inactive,No change,No
4/1/13,Twn,Opal,Inactive,No change,No
4/1/13,Twn,Park,Inactive,No change,No
4/1/13,Twn,Pott,Inactive,No change,No
4/1/13,Twn,Rave,Inactive,No change,No
4/1/13,Twn,Saph,Inactive,No change,No
4/4/13,Gsb,Buzz,Inactive,No change,No
4/4/13,Gsb,Gigi,Inactive,No change,No
4/4/13,Gsb,Soft,Inactive,No change,No
4/6/13,Gsaa,Agnes,Inactive,No change,No
4/6/13,Gsaa,Agro,Inactive,No change,No
4/6/13,Gsaa,Angel,Inactive,No change,No
4/6/13,Gsaa,Bond,Inactive,No change,No
4/6/13,Gsaa,Ci,Inactive,No change,No
4/6/13,Gsaa,Crab,Inactive,No change,No
4/6/13,Gsaa,Cybi,Inactive,No change,No
4/6/13,Gsaa,Dina,Inactive,No change,No
4/6/13,Gsaa,Jua2,Inactive,No change,No
4/6/13,Gsaa,Lala,Active,No change,No
4/6/13,Gsaa,Mush,Inactive,No change,No
4/6/13,Gsaa,OO7,Inactive,No change,No
4/6/13,Tws,Ardm,Inactive,Decrease,No
4/6/13,Tws,Bans,Inactive,Decrease,No
4/6/13,Tws,Bens,Inactive,Decrease,No
4/6/13,Tws,Bif,Inactive,Decrease,No
4/6/13,Tws,Bil,Inactive,Decrease,No
4/6/13,Tws,Blaz,Inactive,Decrease,No
4/6/13,Tws,Bonn,Inactive,Decrease,No
4/6/13,Tws,Bost,Inactive,Decrease,No
4/6/13,Tws,Bow,Inactive,Decrease,No
4/6/13,Tws,Buai,Inactive,Decrease,No
4/6/13,Tws,Dixi,Inactive,Decrease,No
4/6/13,Tws,Elle,Inactive,Decrease,No
4/6/13,Tws,Gumm,Inactive,Decrease,No
4/6/13,Tws,KK,Inactive,Decrease,No
4/6/13,Tws,Kami,Inactive,Decrease,No
4/6/13,Tws,Kati,Inactive,Decrease,No
4/6/13,Tws,Kolv,Inactive,Decrease,No
4/6/13,Tws,Kool,Inactive,Decrease,No
4/6/13,Tws,Pans,Inactive,Decrease,No
4/6/13,Tws,Quan,Inactive,Decrease,No
4/6/13,Tws,Sauc,Inactive,Decrease,No
4/6/13,Tws,Sava,Inactive,Decrease,No
4/6/13,Tws,Sifa,Inactive,Decrease,No
4/6/13,Tws,Trix,Inactive,Decrease,No
4/6/13,Tws,Twin,Inactive,Decrease,No
4/8/13,Gn,DJ,Inactive,No change,No
4/8/13,Gn,Daff,Inactive,No change,No
4/8/13,Gn,Desd,Inactive,No change,No
4/8/13,Gn,Ding,Inactive,No change,No
4/8/13,Gn,Dion,Inactive,No change,No
4/8/13,Gn,Mali,Inactive,No change,No
4/8/13,Gn,Merl,Inactive,No change,No
4/8/13,Gn,Mini,Inactive,No change,No
4/8/13,Gn,Mixu,Inactive,No change,No
4/8/13,Gn,Paris,Inactive,No change,No
4/8/13,Gn,Peab,Inactive,No change,No
4/8/13,Gn,Pili,Inactive,No change,No
4/8/13,Gn,Pinc,Inactive,No change,No
4/8/13,Gn,Razo,Inactive,No change,No
4/8/13,Gn,Robe,Inactive,No change,No
4/8/13,Gn,Spee,Inactive,No change,No
4/8/13,Gn,Spik,Inactive,No change,No
4/8/13,Gn,Sput,Inactive,No change,No
4/8/13,Gn,Tang,Inactive,No change,No
4/8/13,Gn,Tann,Inactive,No change,No
4/8/13,Gn,Tux,Inactive,No change,No
4/8/13,Gsc,Andy,Inactive,No change,No
4/8/13,Gsc,Flat,Inactive,No change,No
4/8/13,Gsc,Geor,Inactive,No change,No
4/8/13,Gsc,Hanoi,Inactive,No change,No
4/8/13,Gsc,Hava,Inactive,No change,No
4/8/13,Gsc,Hels,Inactive,No change,No
4/8/13,Gsc,Hoba,Inactive,No change,No
4/8/13,Gsc,Hong,Inactive,No change,No
4/8/13,Gsc,Lobs,Inactive,No change,No
4/8/13,Gsc,Lond,Inactive,No change,No
4/8/13,Gsc,Pomb,Inactive,No change,No
4/9/13,Twn,Ambe,Inactive,No change,No
4/9/13,Twn,Aqua,Inactive,No change,No
4/9/13,Twn,Asha,Inactive,No change,No
4/9/13,Twn,Didg,Inactive,No change,No
4/9/13,Twn,Kayl,Inactive,No change,No
4/9/13,Twn,Kibo,Inactive,No change,No
4/9/13,Twn,Kipp,Inactive,No change,No
4/9/13,Twn,Opal,Inactive,No change,No
4/9/13,Twn,Park,Inactive,No change,No
4/9/13,Twn,Pott,Inactive,No change,No
4/9/13,Twn,Rave,Inactive,No change,No
4/9/13,Twn,Saph,Inactive,No change,No
4/13/13,Gsaa,Agnes,Inactive,No change,No
4/13/13,Gsaa,Agro,Inactive,No change,No
4/13/13,Gsaa,Angel,Inactive,No change,No
4/13/13,Gsaa,Bond,Inactive,No change,No
4/13/13,Gsaa,Ci,Inactive,No change,No
4/13/13,Gsaa,Crab,Inactive,No change,No
4/13/13,Gsaa,Cybi,Inactive,No change,No
4/13/13,Gsaa,Dina,Inactive,No change,No
4/13/13,Gsaa,Jua2,Inactive,No change,No
4/13/13,Gsaa,Lala,Inactive,No change,No
4/13/13,Gsaa,Mush,Inactive,No change,No
4/13/13,Gsaa,OO7,Inactive,No change,No
4/13/13,Tws,Ardm,Inactive,Increase,No
4/13/13,Tws,Bans,Inactive,Increase,No
4/13/13,Tws,Bens,Inactive,Increase,No
4/13/13,Tws,Bif,Inactive,Increase,No
4/13/13,Tws,Bil,Inactive,Increase,No
4/13/13,Tws,Blaz,Inactive,Increase,No
4/13/13,Tws,Bonn,Inactive,Increase,No
4/13/13,Tws,Bost,Inactive,Increase,No
4/13/13,Tws,Bow,Inactive,Increase,No
4/13/13,Tws,Buai,Inactive,Increase,No
4/13/13,Tws,Dixi,Inactive,Increase,No
4/13/13,Tws,Elle,Inactive,Increase,No
4/13/13,Tws,Gumm,Inactive,Increase,No
4/13/13,Tws,KK,Inactive,Increase,No
4/13/13,Tws,Kami,Inactive,Increase,No
4/13/13,Tws,Kati,Inactive,Increase,No
4/13/13,Tws,Kolv,Inactive,Increase,No
4/13/13,Tws,Kool,Inactive,Increase,No
4/13/13,Tws,Pans,Inactive,Increase,No
4/13/13,Tws,Quan,Inactive,Increase,No
4/13/13,Tws,Sauc,Inactive,Increase,No
4/13/13,Tws,Sava,Inactive,Increase,No
4/13/13,Tws,Sifa,Inactive,Increase,No
4/13/13,Tws,Trix,Inactive,Increase,No
4/13/13,Tws,Twin,Inactive,Increase,No
4/15/13,Gn,DJ,Inactive,No change,No
4/15/13,Gn,Daff,Inactive,No change,No
4/15/13,Gn,Desd,Inactive,No change,No
4/15/13,Gn,Ding,Inactive,No change,No
4/15/13,Gn,Dion,Inactive,No change,No
4/15/13,Gn,Merl,Inactive,No change,No
4/15/13,Gn,Mini,Inactive,No change,No
4/15/13,Gn,Mixu,Inactive,No change,No
4/15/13,Gn,Paris,Inactive,No change,No
4/15/13,Gn,Peab,Inactive,No change,No
4/15/13,Gn,Pinc,Inactive,No change,No
4/15/13,Gn,Razo,Inactive,No change,No
4/15/13,Gn,Robe,Inactive,No change,No
4/15/13,Gn,Spee,Inactive,No change,No
4/15/13,Gn,Spik,Inactive,No change,No
4/15/13,Gn,Sput,Inactive,No change,No
4/15/13,Gn,Tang,Inactive,No change,No
4/15/13,Gn,Tann,Inactive,No change,No
4/15/13,Gn,Tux,Inactive,No change,No
4/17/13,Gsc,Andy,Inactive,No change,No
4/17/13,Gsc,Flat,Inactive,No change,No
4/17/13,Gsc,Geor,Inactive,No change,No
4/17/13,Gsc,Hanoi,Inactive,No change,No
4/17/13,Gsc,Hava,Inactive,No change,No
4/17/13,Gsc,Hels,Inactive,No change,No
4/17/13,Gsc,Hoba,Active,No change,No
4/17/13,Gsc,Hong,Inactive,No change,No
4/17/13,Gsc,Lobs,Inactive,No change,No
4/17/13,Gsc,Lond,Inactive,No change,No
4/17/13,Gsc,Pomb,Inactive,No change,No
4/17/13,Twn,Ambe,Inactive,No change,No
4/17/13,Twn,Aqua,Inactive,No change,No
4/17/13,Twn,Asha,Inactive,No change,No
4/17/13,Twn,Didg,Inactive,No change,No
4/17/13,Twn,Kayl,Inactive,No change,No
4/17/13,Twn,Kibo,Inactive,No change,No
4/17/13,Twn,Kipp,Inactive,No change,No
4/17/13,Twn,Opal,Inactive,No change,No
4/17/13,Twn,Park,Inactive,No change,No
4/17/13,Twn,Pott,Inactive,No change,No
4/17/13,Twn,Rave,Inactive,No change,No
4/17/13,Twn,Saph,Inactive,No change,No
4/18/13,Gsb,Buzz,Inactive,No change,No
4/18/13,Gsb,Gigi,Inactive,No change,No
4/18/13,Gsb,Soft,Inactive,No change,No
4/20/13,Gsaa,Agnes,Inactive,No change,No
4/20/13,Gsaa,Agro,Inactive,No change,No
4/20/13,Gsaa,Angel,Inactive,No change,No
4/20/13,Gsaa,Bond,Inactive,No change,No
4/20/13,Gsaa,Ci,Inactive,No change,No
4/20/13,Gsaa,Crab,Inactive,No change,No
4/20/13,Gsaa,Cybi,Inactive,No change,No
4/20/13,Gsaa,Dina,Inactive,No change,No
4/20/13,Gsaa,Jua2,Inactive,No change,No
4/20/13,Gsaa,Lala,Inactive,No change,No
4/20/13,Gsaa,Mush,Inactive,No change,No
4/20/13,Gsaa,OO7,Inactive,No change,No
4/20/13,Tws,Ardm,Inactive,Increase,No
4/20/13,Tws,Bans,Inactive,Increase,No
4/20/13,Tws,Bens,Inactive,Increase,No
4/20/13,Tws,Bif,Inactive,Increase,No
4/20/13,Tws,Bil,Inactive,Increase,No
4/20/13,Tws,Blaz,Inactive,Increase,No
4/20/13,Tws,Bonn,Inactive,Increase,No
4/20/13,Tws,Bost,Inactive,Increase,No
4/20/13,Tws,Bow,Inactive,Increase,No
4/20/13,Tws,Buai,Inactive,Increase,No
4/20/13,Tws,Dixi,Inactive,Increase,No
4/20/13,Tws,Elle,Inactive,Increase,No
4/20/13,Tws,Gumm,Inactive,Increase,No
4/20/13,Tws,KK,Inactive,Increase,No
4/20/13,Tws,Kami,Inactive,Increase,No
4/20/13,Tws,Kati,Inactive,Increase,No
4/20/13,Tws,Kolv,Inactive,Increase,No
4/20/13,Tws,Kool,Inactive,Increase,No
4/20/13,Tws,Pans,Inactive,Increase,No
4/20/13,Tws,Quan,Inactive,Increase,No
4/20/13,Tws,Sauc,Inactive,Increase,No
4/20/13,Tws,Sava,Inactive,Increase,No
4/20/13,Tws,Sifa,Inactive,Increase,No
4/20/13,Tws,Trix,Inactive,Increase,No
4/20/13,Tws,Twin,Inactive,Increase,No
4/22/13,Gn,DJ,Inactive,Decrease,No
4/22/13,Gn,Daff,Inactive,Decrease,No
4/22/13,Gn,Desd,Inactive,Decrease,No
4/22/13,Gn,Ding,Inactive,Decrease,No
4/22/13,Gn,Dion,Inactive,Decrease,No
4/22/13,Gn,Mali,Inactive,Decrease,No
4/22/13,Gn,Merl,Inactive,Decrease,No
4/22/13,Gn,Mini,Inactive,Decrease,No
4/22/13,Gn,Mixu,Inactive,Decrease,No
4/22/13,Gn,Paris,Inactive,Decrease,No
4/22/13,Gn,Peab,Inactive,Decrease,No
4/22/13,Gn,Pili,Inactive,Decrease,No
4/22/13,Gn,Pinc,Inactive,Decrease,No
4/22/13,Gn,Razo,Inactive,Decrease,No
4/22/13,Gn,Robe,Inactive,Decrease,No
4/22/13,Gn,Spee,Inactive,Decrease,No
4/22/13,Gn,Spik,Inactive,Decrease,No
4/22/13,Gn,Sput,Inactive,Decrease,No
4/22/13,Gn,Tang,Inactive,Decrease,No
4/22/13,Gn,Tann,Inactive,Decrease,No
4/22/13,Gn,Tux,Inactive,Decrease,No
4/24/13,Gsc,Andy,Inactive,No change,No
4/24/13,Gsc,Flat,Inactive,No change,No
4/24/13,Gsc,Geor,Inactive,No change,No
4/24/13,Gsc,Hanoi,Inactive,No change,No
4/24/13,Gsc,Hava,Inactive,No change,No
4/24/13,Gsc,Hels,Inactive,No change,No
4/24/13,Gsc,Hoba,Inactive,No change,No
4/24/13,Gsc,Hong,Inactive,No change,No
4/24/13,Gsc,Lobs,Inactive,No change,No
4/24/13,Gsc,Lond,Inactive,No change,No
4/24/13,Gsc,Pomb,Inactive,No change,No
4/24/13,Twn,Ambe,Inactive,No change,No
4/24/13,Twn,Aqua,Inactive,No change,No
4/24/13,Twn,Asha,Inactive,No change,No
4/24/13,Twn,Didg,Inactive,No change,No
4/24/13,Twn,Kayl,Inactive,No change,No
4/24/13,Twn,Kibo,Inactive,No change,No
4/24/13,Twn,Kipp,Inactive,No change,No
4/24/13,Twn,Opal,Inactive,No change,No
4/24/13,Twn,Park,Inactive,No change,No
4/24/13,Twn,Pott,Inactive,No change,No
4/24/13,Twn,Rave,Inactive,No change,No
4/24/13,Twn,Saph,Inactive,No change,No
4/26/13,Gsb,Buzz,Inactive,No change,No
4/26/13,Gsb,Gigi,Inactive,No change,No
4/26/13,Gsb,Soft,Inactive,No change,No
4/27/13,Gsaa,Agnes,Inactive,Decrease,No
4/27/13,Gsaa,Agro,Inactive,Decrease,No
4/27/13,Gsaa,Angel,Inactive,Decrease,No
4/27/13,Gsaa,Bond,Inactive,Decrease,No
4/27/13,Gsaa,Ci,Inactive,Decrease,No
4/27/13,Gsaa,Crab,Inactive,Decrease,No
4/27/13,Gsaa,Cybi,Inactive,Decrease,No
4/27/13,Gsaa,Dina,Inactive,Decrease,No
4/27/13,Gsaa,Jua2,Inactive,Decrease,No
4/27/13,Gsaa,Lala,Inactive,Decrease,No
4/27/13,Gsaa,Mush,Inactive,Decrease,No
4/27/13,Gsaa,OO7,Inactive,Decrease,No
4/27/13,Tws,Ardm,Inactive,Increase,No
4/27/13,Tws,Bans,Inactive,Increase,No
4/27/13,Tws,Bens,Inactive,Increase,No
4/27/13,Tws,Bif,Inactive,Increase,No
4/27/13,Tws,Bil,Inactive,Increase,No
4/27/13,Tws,Blaz,Inactive,Increase,No
4/27/13,Tws,Bonn,Inactive,Increase,No
4/27/13,Tws,Bost,Inactive,Increase,No
4/27/13,Tws,Bow,Inactive,Increase,No
4/27/13,Tws,Buai,Inactive,Increase,No
4/27/13,Tws,Dixi,Inactive,Increase,No
4/27/13,Tws,Elle,Inactive,Increase,No
4/27/13,Tws,Gumm,Inactive,Increase,No
4/27/13,Tws,KK,Inactive,Increase,No
4/27/13,Tws,Kami,Inactive,Increase,No
4/27/13,Tws,Kati,Inactive,Increase,No
4/27/13,Tws,Kolv,Inactive,Increase,No
4/27/13,Tws,Kool,Inactive,Increase,No
4/27/13,Tws,Pans,Inactive,Increase,No
4/27/13,Tws,Quan,Inactive,Increase,No
4/27/13,Tws,Sauc,Inactive,Increase,No
4/27/13,Tws,Sava,Inactive,Increase,No
4/27/13,Tws,Sifa,Inactive,Increase,No
4/27/13,Tws,Trix,Inactive,Increase,No
4/27/13,Tws,Twin,Inactive,Increase,No
4/29/13,Gn,DJ,Inactive,No change,No
4/29/13,Gn,Daff,Inactive,No change,No
4/29/13,Gn,Desd,Inactive,No change,No
4/29/13,Gn,Ding,Inactive,No change,No
4/29/13,Gn,Dion,Inactive,No change,No
4/29/13,Gn,Mali,Inactive,No change,No
4/29/13,Gn,Merl,Active,No change,No
4/29/13,Gn,Mini,Inactive,No change,No
4/29/13,Gn,Paris,Inactive,No change,No
4/29/13,Gn,Peab,Inactive,No change,No
4/29/13,Gn,Pili,Active,No change,No
4/29/13,Gn,Pinc,Inactive,No change,No
4/29/13,Gn,Razo,Inactive,No change,No
4/29/13,Gn,Robe,Inactive,No change,No
4/29/13,Gn,Spee,Inactive,No change,No
4/29/13,Gn,Spik,Inactive,No change,No
4/29/13,Gn,Sput,Inactive,No change,No
4/29/13,Gn,Tang,Inactive,No change,No
4/29/13,Gn,Tann,Inactive,No change,No
4/29/13,Gn,Tux,Inactive,No change,No
5/1/13,Gsc,Andy,Inactive,No change,No
5/1/13,Gsc,Flat,Inactive,No change,No
5/1/13,Gsc,Geor,Inactive,No change,No
5/1/13,Gsc,Hanoi,Inactive,No change,No
5/1/13,Gsc,Hava,Inactive,No change,No
5/1/13,Gsc,Hels,Inactive,No change,No
5/1/13,Gsc,Hoba,Inactive,No change,No
5/1/13,Gsc,Hong,Inactive,No change,No
5/1/13,Gsc,Lobs,Inactive,No change,No
5/1/13,Gsc,Lond,Inactive,No change,No
5/1/13,Gsc,Pomb,Inactive,No change,No
5/1/13,Twn,Ambe,Inactive,No change,No
5/1/13,Twn,Aqua,Inactive,No change,No
5/1/13,Twn,Asha,Inactive,No change,No
5/1/13,Twn,Didg,Inactive,No change,No
5/1/13,Twn,Kayl,Inactive,No change,No
5/1/13,Twn,Kibo,Inactive,No change,No
5/1/13,Twn,Kipp,Inactive,No change,No
5/1/13,Twn,Opal,Inactive,No change,No
5/1/13,Twn,Park,Inactive,No change,No
5/1/13,Twn,Pott,Inactive,No change,No
5/1/13,Twn,Rave,Inactive,No change,No
5/1/13,Twn,Saph,Inactive,No change,No
5/3/13,Gsb,Buzz,Inactive,No change,No
5/3/13,Gsb,Gigi,Inactive,No change,No
5/3/13,Gsb,Soft,Inactive,No change,No
5/4/13,Gsaa,Agnes,Inactive,No change,No
5/4/13,Gsaa,Agro,Inactive,No change,No
5/4/13,Gsaa,Angel,Inactive,No change,No
5/4/13,Gsaa,Ci,Active,No change,No
5/4/13,Gsaa,Crab,Inactive,No change,No
5/4/13,Gsaa,Cybi,Inactive,No change,No
5/4/13,Gsaa,Dina,Inactive,No change,No
5/4/13,Gsaa,Jua2,Inactive,No change,No
5/4/13,Gsaa,Lala,Inactive,No change,No
5/4/13,Gsaa,Mush,Inactive,No change,No
5/4/13,Gsaa,OO7,Inactive,No change,No
5/4/13,Tws,Ardm,Inactive,No change,No
5/4/13,Tws,Bans,Inactive,No change,No
5/4/13,Tws,Bens,Inactive,No change,No
5/4/13,Tws,Bif,Inactive,No change,No
5/4/13,Tws,Bil,Inactive,No change,No
5/4/13,Tws,Blaz,Inactive,No change,No
5/4/13,Tws,Bonn,Inactive,No change,No
5/4/13,Tws,Bost,Inactive,No change,No
5/4/13,Tws,Bow,Inactive,No change,No
5/4/13,Tws,Buai,Inactive,No change,No
5/4/13,Tws,Dixi,Inactive,No change,No
5/4/13,Tws,Elle,Inactive,No change,No
5/4/13,Tws,Gumm,Inactive,No change,No
5/4/13,Tws,KK,Inactive,No change,No
5/4/13,Tws,Kami,Inactive,No change,No
5/4/13,Tws,Kati,Inactive,No change,No
5/4/13,Tws,Kolv,Inactive,No change,No
5/4/13,Tws,Kool,Inactive,No change,No
5/4/13,Tws,Pans,Inactive,No change,No
5/4/13,Tws,Quan,Inactive,No change,No
5/4/13,Tws,Sauc,Inactive,No change,No
5/4/13,Tws,Sava,Inactive,No change,No
5/4/13,Tws,Sifa,Inactive,No change,No
5/4/13,Tws,Trix,Inactive,No change,No
5/4/13,Tws,Twin,Inactive,No change,No
5/6/13,Gn,DJ,Inactive,No change,No
5/6/13,Gn,Daff,Inactive,No change,No
5/6/13,Gn,Desd,Inactive,No change,No
5/6/13,Gn,Ding,Inactive,No change,No
5/6/13,Gn,Dion,Inactive,No change,No
5/6/13,Gn,Mali,Inactive,No change,No
5/6/13,Gn,Merl,Inactive,No change,No
5/6/13,Gn,Mixu,Inactive,No change,No
5/6/13,Gn,Paris,Inactive,No change,No
5/6/13,Gn,Peab,Inactive,No change,No
5/6/13,Gn,Pili,Inactive,No change,No
5/6/13,Gn,Pinc,Inactive,No change,No
5/6/13,Gn,Razo,Inactive,No change,No
5/6/13,Gn,Robe,Inactive,No change,No
5/6/13,Gn,Spee,Inactive,No change,No
5/6/13,Gn,Spik,Inactive,No change,No
5/6/13,Gn,Sput,Inactive,No change,No
5/6/13,Gn,Tang,Inactive,No change,No
5/6/13,Gn,Tann,Inactive,No change,No
5/6/13,Gn,Tux,Inactive,No change,No
5/8/13,Twn,Ambe,Inactive,No change,No
5/8/13,Twn,Aqua,Inactive,No change,No
5/8/13,Twn,Asha,Inactive,No change,No
5/8/13,Twn,Didg,Inactive,No change,No
5/8/13,Twn,Kayl,Inactive,No change,No
5/8/13,Twn,Kibo,Inactive,No change,No
5/8/13,Twn,Kipp,Inactive,No change,No
5/8/13,Twn,Opal,Inactive,No change,No
5/8/13,Twn,Park,Inactive,No change,No
5/8/13,Twn,Pott,Inactive,No change,No
5/8/13,Twn,Rave,Inactive,No change,No
5/8/13,Twn,Saph,Inactive,No change,No
5/10/13,Gsb,Buzz,Inactive,No change,No
5/10/13,Gsb,Gigi,Inactive,No change,No
5/11/13,Gsaa,Agnes,Inactive,No change,No
5/11/13,Gsaa,Agro,Inactive,No change,No
5/11/13,Gsaa,Angel,Inactive,No change,No
5/11/13,Gsaa,Bond,Inactive,No change,No
5/11/13,Gsaa,Ci,Active,No change,No
5/11/13,Gsaa,Crab,Inactive,No change,No
5/11/13,Gsaa,Cybi,Inactive,No change,No
5/11/13,Gsaa,Dina,Inactive,No change,No
